author,comment,normalized_comment,likes,published_at,reply_count,time,relevance/keep for review,low_content,duplicate,other(notes),kategorisierung,vergleich,distinktheit,repräsentation,stereotypen,identität,position,fragment,sagbarkeitsfeld,macht_wissen,fantasy_booking
@UziBlancoOfficial,"I love that swerve got his chance to be champ, but the lines about the missed time with his kids def could have been worded a lil better lol he made it almost sound selfish like f*ck you kids, daddy's champ now!! 😂 but hopefully he can really carry it a while, an at the same time be able to better his relationships with his kids..","i love that swerve got his chance to be champ, but the lines about the missed time with his kids def could have been worded a lil better lol he made it almost sound selfish like f*ck you kids, daddy's champ now!! 😂 but hopefully he can really carry it a while, an at the same time be able to better his relationships with his kids..",0,2024-04-29T17:14:12Z,0,,1,0,0,,0,0,1,0,0,1,2,0,0,1,0
@aterondennis184,I remember him as kill shot n lucha underground yes he has came along the way he deserves it,i remember him as kill shot n lucha underground yes he has came along the way he deserves it,0,2024-04-29T19:09:51Z,0,,1,0,0,,0,0,1,0,0,1,1,0,0,0,0
@graefx,God please don't ruin this I'm begging you. I want the Swerve era 🙏,god please don't ruin this i'm begging you. i want the swerve era 🙏,0,2024-04-29T20:27:31Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,1
@nickcrawford2456,"@@jayway7485 I totally understand how few people that show happened in front of. And running during the pandemic doesn't make it unique. 

Believe it or not, I don't have an issue with the small number of people. What I take issue with is the fact that this high school gymnasium worth of an audience is the first place the NEW HEAVYWEIGHT CHAMPION gets to speak. 

You call me ignorant, yet somehow, you're okay with Swerve's championship run being booked like...well, like he's just the transitional champ about to be fed to Ospreay at Wembley, which he clearly is. Your first African American AEW heavyweight champion, and this is what you're getting.","@jayway748 5 i totally understand how few people that show happened in front of. and running during the pandemic doesn't make it unique. believe it or not, i don't have an issue with the small number of people. what i take issue with is the fact that this high school gymnasium worth of an audience is the first place the new heavyweight champion gets to speak. you call me ignorant, yet somehow, you're okay with swerve's championship run being booked like...well, like he's just the transitional champ about to be fed to ospreay at wembley, which he clearly is. your first african american aew heavyweight champion, and this is what you're getting.",1,2024-04-29T20:41:25Z,0,,1,0,0,"rest des threads eher irrelevant, aber hier dann wieder ein mglw. wichtiger punkt",1,1,0,1,0,1,3,0,1,1,0
@Togetias,I'm not feeling Babyface Swerve. He was a better heel.,i'm not feeling babyface swerve. he was a better heel.,0,2024-04-29T20:41:45Z,0,,1,0,0,,0,0,0,0,0,1,2,0,0,0,0
@Bunbunfunfun,So proud of Swerve i have followed his career since he started on the indies years ago. It iust too bad that Tony Balony will screw this up as.,so proud of swerve i have followed his career since he started on the indies years ago. it iust too bad that tony balony will screw this up as.,0,2024-04-29T21:15:31Z,0,,1,0,0,,0,0,1,0,0,1,2,0,0,1,0
@zaebo1k,Swerves champ🕺🏾,swerves champ🕺🏾,0,2024-04-29T21:29:30Z,0,,0,0,1,,,,,,,,,,,,
@TshidisoLetlotlo-sm2vs,It was good not great,it was good not great,0,2024-04-29T22:09:10Z,0,,0,0,0,"kommentar nicht mehr auffindbar, daher ausgeschlossen",,,,,,,,,,,
@kodyvanisi8512,No disrespect to swerve but last i checked the anointed one is trick Williams,no disrespect to swerve but last i checked the anointed one is trick williams,0,2024-04-29T22:38:55Z,0,,1,0,0,,1,1,0,1,0,1,2,0,0,0,0
@Thestray187,He barely won and he is now the boss of bosses,he barely won and he is now the boss of bosses,0,2024-04-29T22:40:33Z,0,,1,0,0,,0,0,0,0,0,1,3,0,0,0,0
@googleuser5299,Nana trying to intro Swerve like Paul Heyman 🎉,nana trying to intro swerve like paul heyman 🎉,0,2024-04-29T22:56:45Z,0,,0,0,0,,,,,,,,,,,,
@dariusriggins8775,Yo Swerve as champ is a dope look.,yo swerve as champ is a dope look.,1,2024-04-29T23:41:33Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@Fayn757,Nobody cares,nobody cares,0,2024-04-29T23:46:12Z,0,,1,0,0,"alleinstehender kommentar, also auf swerve bezogen?",0,0,0,0,0,0,3,0,0,0,0
@SiriusFade-kv1ik,Swerve Strickland time,swerve strickland time,0,2024-04-29T23:54:43Z,0,,0,0,0,,,,,,,,,,,,
@jonasguerrero5852,Garbage show,garbage show,0,2024-04-30T00:30:54Z,0,,0,0,0,,,,,,,,,,,,
@LawrenceAdams13,Stop Turing all the best heels yall have into baby faces as soon as they win the title that is mad annoying.,stop turing all the best heels yall have into baby faces as soon as they win the title that is mad annoying.,0,2024-04-30T00:41:17Z,0,,1,0,0,,0,0,0,0,0,1,3,0,0,1,0
@LordBLKRamen,I like Swerve and i'm happy to see the belt on him. But Boss of Boss' ? All I can say is 1316 days......,i like swerve and i'm happy to see the belt on him. but boss of boss' ? all i can say is 1316 days......,0,2024-04-30T01:20:35Z,0,,1,0,0,vergleich zu roman reigns historischer regentschaft in wwe,0,1,0,0,0,1,2,0,0,0,0
@jermainewatsonsr314,On me ❤️💯,on me ❤️💯,6,2024-04-30T02:03:33Z,0,,1,0,0,bezug auf z.347 @jewixy24axxhie; zustimmung,1,0,0,1,0,1,1,0,0,0,0
@TCVB491,"It’s almost you should’ve done this on Dynamite instead of that nothingburger match. 

PUT SOME RESPECT ON SWERVE NAME",it’s almost you should’ve done this on dynamite instead of that nothingburger match. put some respect on swerve name,0,2024-04-30T02:33:56Z,2,,1,0,0,"nothingburger = unbeeindruckend, langweilig",0,0,0,0,0,1,3,0,0,1,0
@Bunderwood86,Like him but he needs a better intro. I find it flat now.,like him but he needs a better intro. i find it flat now.,0,2024-04-30T03:26:19Z,0,,1,0,0,,0,0,0,0,0,1,2,0,0,0,0
@gbnstrike_8554,He’s the only reason I still watch,he’s the only reason i still watch,0,2024-04-30T05:09:54Z,0,,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
@rdotmitchell,I’m actually diggin this.,i’m actually diggin this.,0,2024-04-30T05:11:24Z,0,,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
@Emmet_Bryan,haters gonna hate,haters gonna hate,1,2024-04-30T07:09:39Z,0,,1,0,0,bezug auf z.512 @TCVB491,0,0,0,0,0,1,2,0,0,0,0
@silxix2599,Swerves a pretty complete wrestler. He can really go in the ring and has a unique wrestling style. Tony Khan loves good wrestlers.,swerves a pretty complete wrestler. he can really go in the ring and has a unique wrestling style. tony khan loves good wrestlers.,0,2024-04-30T08:18:55Z,0,,1,0,0,,0,0,1,0,0,1,1,0,0,0,0
@VendettaAustralia,Best in the world already held that championship. He still has it... He also drew a huge crowd.,best in the world already held that championship. he still has it... he also drew a huge crowd.,0,2024-04-30T10:28:07Z,0,,0,0,0,"probably means cm punk, spekulativ, so oder so eher irrelevant",,,,,,,,,,,
@gamingman5171,Such a small arena,such a small arena,0,2024-04-30T11:56:47Z,0,,0,0,0,,,,,,,,,,,,
@mrs5046,Don’t put Claudio as the next one.. Swerve needs to enjoy this for a while. Lately the shows are boring 🥱 storylines make no sense or not building up. Ratings/viewership is also falling. I’m not sure they will sell tickets for ALL IN. MJF is gone for more time with recent surgery.,don’t put claudio as the next one.. swerve needs to enjoy this for a while. lately the shows are boring 🥱 storylines make no sense or not building up. ratings/viewership is also falling. i’m not sure they will sell tickets for all in. mjf is gone for more time with recent surgery.,1,2024-04-30T11:59:18Z,0,,0,0,0,"swerve mentioned, relevanz noch unklar",,,,,,,,,,,
@m4st0rnoob-10,Damn I'm proud of Swerve but this guy is trash on the mic. Reminds me of how Seth Rollins was on the mic in like 2015,damn i'm proud of swerve but this guy is trash on the mic. reminds me of how seth rollins was on the mic in like 2015,0,2024-04-30T12:56:12Z,0,,1,0,0,,0,1,1,0,0,1,2,0,0,0,0
@TCVB491,"@@Emmet_Bryan No hate, I don’t want this to be a transitional reign is all.","@emmet_brya n no hate, i don’t want this to be a transitional reign is all.",0,2024-04-30T13:36:53Z,0,,1,0,0,bezug auf z.516 @Emmet_Bryan,0,0,0,0,0,1,2,0,0,1,0
@donkeydrop,love ya Swerve! Well earned!,love ya swerve! well earned!,0,2024-04-30T14:16:54Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@AmanKumar-ct3eb,"Mark my words,he will show to njpw to challenge the Iwgp us champ and that's undisputed.","mark my words,he will show to njpw to challenge the iwgp us champ and that's undisputed.",0,2024-04-30T16:19:11Z,0,,0,0,0,,,,,,,,,,,,
@James.Gatsby,man that title looks so good on Swerve,man that title looks so good on swerve,0,2024-04-30T16:27:47Z,0,,0,0,1,,,,,,,,,,,,
@onuwaekwueme3301,"They need to STOP saying he’s the first African American to hold the AEW Championship. This company is only five years old. It would be different if this company was at least 10 years old. But nevertheless, they need to stop using that as a selling point. I’ve already been down with Swerve since he was Killshot in Lucha Underground.","they need to stop saying he’s the first african american to hold the aew championship. this company is only five years old. it would be different if this company was at least 10 years old. but nevertheless, they need to stop using that as a selling point. i’ve already been down with swerve since he was killshot in lucha underground.",0,2024-04-30T16:55:10Z,1,,1,0,0,,1,0,0,1,0,1,3,0,1,1,0
@dearpromodya,❤,❤,0,2024-04-30T16:59:34Z,0,,0,1,0,,,,,,,,,,,,
@PrisStratton-hd7zn,They are setting up the main event with an opening promo? Hold the backpage.,they are setting up the main event with an opening promo? hold the backpage.,0,2024-04-30T17:08:45Z,0,,0,0,0,,,,,,,,,,,,
@kingizengar,Yes 🙌🏽 ❤,yes 🙌🏽 ❤,0,2024-04-30T17:12:21Z,0,,0,1,0,,,,,,,,,,,,
@martofel,Swerve needs updated graphics.... too cartoony and don't match his character or the level he is on.,swerve needs updated graphics.... too cartoony and don't match his character or the level he is on.,0,2024-04-30T18:51:47Z,0,,1,0,0,,0,0,0,0,0,1,2,0,0,0,0
@Alexanderthepraised9,So is MJF leaving?,so is mjf leaving?,1,2024-04-30T20:23:43Z,0,,0,0,0,,,,,,,,,,,,
@treadlightly76,Everyone lives rent free in Swerve’s house.,everyone lives rent free in swerve’s house.,0,2024-04-30T22:21:39Z,0,,0,0,0,,,,,,,,,,,,
@mrcleod,"Swerve will be...is a great champ 🏆 

Having a regular show at Dailys place is awesome.",swerve will be...is a great champ 🏆 having a regular show at dailys place is awesome.,0,2024-04-30T23:02:51Z,0,,1,0,0,,0,0,1,0,0,1,1,0,0,0,0
@AdrianBeegoatz,"I am disappointed because Swerve had to spend half his promo talking about that AWFUL Bucks/Khan angle from Wednesday… 

Swerve should have started Dynamite off last week HOT 🔥",i am disappointed because swerve had to spend half his promo talking about that awful bucks/khan angle from wednesday… swerve should have started dynamite off last week hot 🔥,0,2024-05-01T00:39:47Z,0,,1,0,0,,0,0,0,0,0,1,3,0,1,1,0
@AdrianBeegoatz,People stopped caring about that match about 2 years ago,people stopped caring about that match about 2 years ago,0,2024-05-01T00:42:33Z,0,,1,0,0,bezug auf z.289 @Walt_Xander94,0,0,0,0,0,1,3,0,0,1,1
@jr242613,Right! They didn't say Samoa Joe was the first Samoan AEW Champion.,right! they didn't say samoa joe was the first samoan aew champion.,1,2024-05-01T00:50:33Z,0,,1,0,0,beug auf z.526 @onuwaekwueme3301,1,1,0,1,1,1,2,0,1,1,0
@cruzwolf2056,Hope swerve doesn't turn full on baby face.the reason everyone took notice in these past recent months was because of that mystique entrance where he looked evil throughout the entrance and gives that small acknowledgment of who's house when he gets to the ring .it had a badass good/evil stone cold vibe about him .and the main thing was his brutality. It's nice that he's abit more smiley and acknowledged the fans soon as he walked out which is a nice feelgood moment however it shouldn't continue .he needs to go back now to being that mystique serious looking guy .a full on baby face roll will not suit his character.,hope swerve doesn't turn full on baby face.the reason everyone took notice in these past recent months was because of that mystique entrance where he looked evil throughout the entrance and gives that small acknowledgment of who's house when he gets to the ring .it had a badass good/evil stone cold vibe about him .and the main thing was his brutality. it's nice that he's abit more smiley and acknowledged the fans soon as he walked out which is a nice feelgood moment however it shouldn't continue .he needs to go back now to being that mystique serious looking guy .a full on baby face roll will not suit his character.,1,2024-05-01T01:37:20Z,0,,1,0,0,,0,0,1,0,0,1,2,0,0,1,1
@HaywoodJablowme473,Christ AEW has gone to shit,christ aew has gone to shit,0,2024-05-01T01:37:49Z,0,,0,0,0,,,,,,,,,,,,
@paweltylman9831,Swerve becoming a big time star,swerve becoming a big time star,1,2024-05-01T01:52:37Z,0,,1,0,0,,0,0,1,0,0,1,1,0,0,0,0
@arushkarmachraya3985,😂😂😂💩💩🤡,😂😂😂💩💩🤡,0,2024-05-01T03:38:27Z,0,,0,1,0,,,,,,,,,,,,
@Megalitho-V,Why are they in such a small arena wtf,why are they in such a small arena wtf,0,2024-05-01T04:54:50Z,0,,0,0,0,,,,,,,,,,,,
@dboyfly24,2 wks after he won but thats yall champion and at least aew realize the small arenas work way better for yall😂😂,2 wks after he won but thats yall champion and at least aew realize the small arenas work way better for yall😂😂,0,2024-05-01T05:14:39Z,0,,0,0,0,,,,,,,,,,,,
@lochanmajnu,मोदी सोडून कोणी पण चालेल मोदी हे तो नामुमकिन हे,मोदी सोडून कोणी पण चालेल मोदी हे तो नामुमकिन हे,0,2024-05-01T06:33:03Z,0,,0,0,0,,,,,,,,,,,,
@travisray8916,"It just cut during Nana's intro to the ""it's still real to me damnit"" guy!!!","it just cut during nana's intro to the ""it's still real to me damnit"" guy!!!",1,2024-05-01T06:42:42Z,0,,0,0,0,,,,,,,,,,,,
@NeroPiroman,2 iconic black face wrestlers defeating 2 heel samoans named joe for the world title in the ppv main event in the span of 2 weeks,2 iconic black face wrestlers defeating 2 heel samoans named joe for the world title in the ppv main event in the span of 2 weeks,0,2024-05-01T09:35:32Z,0,,0,0,0,"kontext lässt sich nicht ganz nachvollziehen? Gemeint ist swerve strickland vs samoe joe, dann könnte noch roman reigns gemeint sein (samoan und richtiger name joe); cody rhodes hat zwei wochen zuvor den titel bei wrestlemania gewonnen, der ist aber nicht schwarz? - ist der kommentar sarkatisch einzuordnen?",,,,,,,,,,,
@encoredp14,More screens then people 😂,more screens then people 😂,0,2024-05-01T11:22:29Z,0,,0,0,0,,,,,,,,,,,,
@encoredp14,Sounds like a waste of 47 years,sounds like a waste of 47 years,1,2024-05-01T11:23:31Z,0,,0,0,0,bezug auf z.342 @bernardterrence4964,,,,,,,,,,,
@christopherkearney663,Best AEW heavyweight champ ever,best aew heavyweight champ ever,0,2024-05-01T11:45:18Z,0,,1,0,0,,0,1,1,0,0,1,1,0,0,0,0
@christianguzman771,Why in the world is the AEW champion cutting a promo in Collision? Swerve should’ve been talking in Dynamite instead of Moxley with a foreign title. Doesn’t make any sense.,why in the world is the aew champion cutting a promo in collision? swerve should’ve been talking in dynamite instead of moxley with a foreign title. doesn’t make any sense.,0,2024-05-01T12:30:33Z,0,,1,0,0,inhaltliche dopplung,0,1,0,0,0,1,3,0,1,1,0
@bernardterrence4964,"@@encoredp14 Not at all. But tell me, you wasting time to mind my business? Was that a waste time? Yes it was! 🖕🏾🖕🏾","@encoredp1 4 not at all. but tell me, you wasting time to mind my business? was that a waste time? yes it was! 🖕🏾🖕🏾",1,2024-05-01T12:31:25Z,0,,0,0,0,bezug auf z.547 @encoredp14,,,,,,,,,,,
@arrian_curry,Prettiest best in all of wrestling right now,prettiest best in all of wrestling right now,0,2024-05-01T14:54:11Z,0,,0,0,0,,,,,,,,,,,,
@himforever4977,he walks out as a new champion with almost NO reaction lol..this is pathetic,he walks out as a new champion with almost no reaction lol..this is pathetic,0,2024-05-01T15:25:25Z,0,,1,0,0,,0,0,0,0,0,1,3,0,1,1,0
@mrLH1,Should have done this wednesday !! there already going against swerve he deserves better,should have done this wednesday !! there already going against swerve he deserves better,0,2024-05-01T15:29:12Z,0,,0,0,1,inhaltliche dopplung,,,,,,,,,,,
@jefftrotter8152,They should have it at  there again  for awhile,they should have it at there again for awhile,1,2024-05-01T17:07:20Z,0,,0,0,0,,,,,,,,,,,,
@007D3VIN,Good change for AEW !,good change for aew !,1,2024-05-01T17:41:51Z,0,,1,0,0,,0,0,1,0,0,1,1,0,0,0,0
@TheOnlyDTM,Man he gon be real upset when MJF comes back n takes his shit back 😆,man he gon be real upset when mjf comes back n takes his shit back 😆,1,2024-05-01T17:47:27Z,0,,0,0,0,,,,,,,,,,,,
@adamsmithington7478,All in osprey vs swerve tony book it lol,all in osprey vs swerve tony book it lol,1,2024-05-01T19:11:45Z,0,,0,0,0,inhaltliche dopplung,,,,,,,,,,,
@JabelsXY,"The image of a champion, hopefully TK shuts up in interviews for a bit for us to enjoy the tv program","the image of a champion, hopefully tk shuts up in interviews for a bit for us to enjoy the tv program",1,2024-05-01T20:01:44Z,0,,1,0,0,,0,0,1,0,0,1,2,0,0,1,0
@martellreed934,Let’s go SWERVE! Proud of u!,let’s go swerve! proud of u!,1,2024-05-01T21:16:07Z,0,,1,0,0,,0,0,0,1,0,0,1,0,0,0,0
@symphonyofgecko7768,great promo,great promo,1,2024-05-01T22:09:27Z,0,,0,0,0,,,,,,,,,,,,
@AmateurHour1111,Swerve not that great on the mic,swerve not that great on the mic,1,2024-05-01T22:29:24Z,0,,0,0,1,inhaltliche dopplung,,,,,,,,,,,
@freew0rrld,Backwards booking. Why was this not on Dynamite?,backwards booking. why was this not on dynamite?,1,2024-05-02T00:03:24Z,0,,0,0,1,inhaltliche dopplung,,,,,,,,,,,
@ericwilliams2467,Boring lol,boring lol,1,2024-05-02T00:07:10Z,0,,0,0,1,,,,,,,,,,,,
@muaynudeensangay6234,He the only good thing about aew,he the only good thing about aew,1,2024-05-02T00:24:35Z,0,,0,0,1,inhaltliche dopplung,,,,,,,,,,,
@lug4120,Whoop that Trick,whoop that trick,0,2024-05-02T01:44:49Z,0,,1,0,0,anspielung auf wwe und trick williams,1,1,0,1,0,1,2,0,0,0,0
@realblackman45,"With all of the shuckin' and jivin' Prince Nana does, its just a matter of time before he turns heel","with all of the shuckin' and jivin' prince nana does, its just a matter of time before he turns heel",1,2024-05-02T01:59:37Z,0,,1,0,0,relevanz unklar,0,0,0,0,1,1,2,0,0,0,1
@marcAlex1217,Its Awesome!!!,its awesome!!!,2,2024-05-02T03:05:52Z,0,,0,1,0,,,,,,,,,,,,
@drayperan9540,LOL.,lol.,1,2024-05-02T03:38:50Z,0,,0,1,0,,,,,,,,,,,,
@kidsavage8603,Swerve being champ was long overdue,swerve being champ was long overdue,1,2024-05-02T14:25:06Z,0,,1,0,0,,0,0,1,0,0,1,1,0,0,0,0
@MorneSwemmer,The best in the world right now!,the best in the world right now!,1,2024-05-02T21:13:31Z,0,,1,0,0,,0,1,1,0,0,1,1,0,0,0,0
@domnewson8572,"are we also counting ""white champions"" too?? because if not then maybe y'all should admit to systematic Raci........","are we also counting ""white champions"" too?? because if not then maybe y'all should admit to systematic raci........",0,2024-05-03T02:14:32Z,0,,1,0,0,,1,1,0,1,1,1,3,0,1,1,0
@michellethomas2254,Keep making history!! Your babies will always be good over here!🙌🏽❤️,keep making history!! your babies will always be good over here!🙌🏽❤️,1,2024-05-03T14:02:42Z,0,,1,0,0,,0,0,1,1,0,1,1,0,0,0,0
@kyleconger2109,Swerve vs Cage! Cant wait! Thank you tony!,swerve vs cage! cant wait! thank you tony!,1,2024-05-03T22:37:06Z,0,,0,0,0,,,,,,,,,,,,
@CombatTalkRadio,...the segment that SHOULD have been done instead of Felcher.,...the segment that should have been done instead of felcher.,0,2024-05-04T20:32:49Z,0,,0,0,0,,,,,,,,,,,,
@ryaneugenelawrencewalls1987,Swerve Strickland looks phenomenal with that shiny AEW World Heavyweight Championship around his waste,swerve strickland looks phenomenal with that shiny aew world heavyweight championship around his waste,1,2024-05-05T02:27:54Z,0,,0,0,0,inhaltliche dopplung,,,,,,,,,,,
@ryaneugenelawrencewalls1987,The AEW World Championship looks tremendously terrific around his waste,the aew world championship looks tremendously terrific around his waste,0,2024-05-05T02:33:40Z,0,,0,0,1,"vorheriges kommentar, gleiche*r autor*in, inhaltlich nahezu identisch daher ausgeschlossen",,,,,,,,,,,
@brandoni241,"I like Swerve, but that song is terrible. Prince Na Na made the song with the dance...","i like swerve, but that song is terrible. prince na na made the song with the dance...",1,2024-05-06T03:52:53Z,0,,1,0,0,,0,0,1,0,0,1,2,0,0,0,1
@davonbaskett7310,Aew and Swerve shoulda been got rid that dancin’ dude with him🤦🏾‍♂️Put a suit on dude or sum’n cause ain’t nobody in they right mind wearin’ dat 💩,aew and swerve shoulda been got rid that dancin’ dude with him🤦🏾♂️put a suit on dude or sum’n cause ain’t nobody in they right mind wearin’ dat 💩,0,2024-05-06T17:59:32Z,0,,1,0,0,,0,0,0,1,1,1,3,0,1,1,1
@skullbeat4977,Nana skinned a Tin-woodsmen for dem pants 👖...,nana skinned a tin-woodsmen for dem pants 👖...,0,2024-05-07T02:37:37Z,0,,0,0,0,,,,,,,,,,,,
@ridddoggrecordz,"I don't see the first black AEW world champion, I see the greatest AEW World Champion and the future of wrestling!!!!","i don't see the first black aew world champion, i see the greatest aew world champion and the future of wrestling!!!!",4,2024-05-08T02:50:05Z,0,,1,0,0,,0,1,1,1,1,1,1,0,1,0,0
@MrEmanuele99,Your nickname is embarrasing.,your nickname is embarrasing.,0,2024-05-08T06:55:52Z,0,,0,0,0,,,,,,,,,,,,
@ElizabethBowden-hr3nq,Whose house,whose house,1,2024-05-10T21:39:38Z,0,,0,0,1,,,,,,,,,,,,
@ElizabethBowden-hr3nq,Tony khan was OFF limits !!!!!?,tony khan was off limits !!!!!?,1,2024-05-10T21:40:06Z,0,,0,0,0,,,,,,,,,,,,
@ptahhoteptmu264,He’s already won the tag team titles before,he’s already won the tag team titles before,0,2024-05-11T17:42:46Z,0,,1,0,0,bezug auf z.80 @lv34ever29,1,0,0,1,0,1,2,0,0,0,0
@Mnknb,They finally  realized swerve should b 🏆,they finally realized swerve should b 🏆,2,2024-05-12T01:29:50Z,0,,1,0,0,,0,0,1,1,0,1,1,0,0,1,0
@ValZeddy,Hmmm...I think is time for Brock Lesnar to make his debut to AEW!😬,hmmm...i think is time for brock lesnar to make his debut to aew!😬,3,2024-05-18T08:20:51Z,0,,1,0,0,"position des kommentars unklar, aber  wahrscheinlich anspielung darauf, dass brock lesnar damals kofi kingstons titel gewann in einer art, die viele fans geschockt hat, if not empörung erzeugt hat",0,1,0,1,1,1,2,0,1,1,1
@chiefs4xsbchamps161,haha you joking right?😂,haha you joking right?😂,0,2024-05-22T19:42:39Z,0,,0,0,0,bezug auf z.475 @zurin6556,,,,,,,,,,,
@geofflitwin9020,SWERVE’S HOOOOOUSE,swerve’s hooooouse,0,2024-05-27T21:20:08Z,0,,0,0,1,,,,,,,,,,,,
@davaedein,What difference does it make if he's an african american. Do you see how he just had to say that,what difference does it make if he's an african american. do you see how he just had to say that,0,2024-06-01T06:51:34Z,0,,1,0,0,,1,0,0,0,1,1,3,0,1,1,0
@SwaggaJonez1,Bro looks 🔥🔥😊,bro looks 🔥🔥😊,2,2024-06-01T20:58:12Z,0,,0,0,0,,,,,,,,,,,,
@Tionn84,Be bling out his belt 😂😂,be bling out his belt 😂😂,0,2024-07-09T07:05:16Z,0,,0,0,0,,,,,,,,,,,,
@Mad_Mush_,This guy is the worst aew champion ever,this guy is the worst aew champion ever,0,2024-07-11T02:06:50Z,0,,1,0,0,,0,1,0,0,0,1,3,0,0,0,0
@CJCrump,Most definitely....,most definitely....,1,2024-07-14T06:54:00Z,0,,1,0,0,bezug auf z.347 @jewixy24axxhie,1,0,1,1,0,1,1,0,0,0,0
@tamilmakkalda,Whose house swerve house,whose house swerve house,2,2024-08-02T11:19:43Z,0,,0,0,1,,,,,,,,,,,,
@Iamlegend0824,Everything I said. There more popular than joe. You don't think of joe when you think of aew.,everything i said. there more popular than joe. you don't think of joe when you think of aew.,0,,,vor 6 Monaten,1,0,0,bezug auf z.226 @MrWolfchamp-xi3cu,0,1,1,0,0,1,1,0,0,0,0
@MrWolfchamp-xi3cu, @Iamlegend0824  Everything you said could be chalked up to opinion except for the what you mentioned about crowd reaction. Even that could be an opinion and you hearing what you want to hear.,@iamlegend082 4 everything you said could be chalked up to opinion except for the what you mentioned about crowd reaction. even that could be an opinion and you hearing what you want to hear.,0,,,vor 6 Monaten,1,0,0,bezug auf z.595 @Iamlegend0824,0,0,0,0,0,0,2,0,1,0,0
@Iamlegend0824, @MrWolfchamp-xi3cu  👍,@mrwolfchamp -xi3cu 👍,0,,,vor 6 Monaten,0,1,0,,,,,,,,,,,,
@davidtrainor9569, @ousooner1011  I don't think it's meant to cast Tony as good as much as the Elite as bad. As Swerve said they're fighters beating up a regular person.,@ousooner101 1 i don't think it's meant to cast tony as good as much as the elite as bad. as swerve said they're fighters beating up a regular person.,3,,,vor 6 Monaten,1,0,0,bezug auf z.284 @ousooner1011,0,1,0,0,0,1,2,0,0,1,0
@Shannon-tm7ek,"I think he and Nana should push more call and response. ""Whose belt?""Swerves belt!"" ""Want some?""Get some!""Whose house?""""Swerves house!""""Whose WORLD?""""Swerves world!"" etc","i think he and nana should push more call and response. ""whose belt?""swerves belt!"" ""want some?""get some!""whose house?""""swerves house!""""whose world?""""swerves world!"" etc",0,,,vor 6 Monaten,0,0,0,,,,,,,,,,,,
@HongFeiBai," @ousooner1011 I like this storyline. I’ve had enough of faces praising the crowd, saying they’re the best wrestler in the world, etc.","@ousooner101 1 i like this storyline. i’ve had enough of faces praising the crowd, saying they’re the best wrestler in the world, etc.",0,,,vor 6 Monaten,1,0,0,bezug auf z.284 @ousooner1011,0,1,1,0,0,1,1,0,0,0,0
@yurp7643, @Vlogavatabangali.3911 idc I didn’t watch it and I want him on dynamite . It’s the A show,@vlogavatabangali .3911 idc i didn’t watch it and i want him on dynamite . it’s the a show,1,,,vor 6 Monaten,1,0,0,bezug auf z.281 @Vlogavatabangali.3911,0,1,0,1,0,1,3,0,0,1,0
@ScarredCore1," @jayway7485  shut up and let these men speak some wisdom into you, mark!","@jayway748 5 shut up and let these men speak some wisdom into you, mark!",1,,,vor 6 Monaten,1,0,0,bezug auf z. 177 @jayway7485,0,0,1,1,0,1,2,0,1,1,0
@nawtyko6768,​ @kozmicflush980 Your first hope you bring your knee pads,@kozmicflush98 0 your first hope you bring your knee pads,3,,,vor 6 Monaten,0,0,0,bezug auf z.40 @zamplify; z.209 @kozmicflush980,,,,,,,,,,,
@MoolahJackson,Indeed. 💯,indeed. 💯,1,,,vor 6 Monaten,1,0,0,bezug auf z.40 @zamplify,0,0,0,0,0,1,1,0,0,0,0
@coolcebolla,It was meant for Swerve.,it was meant for swerve.,1,,,vor 6 Monaten,1,0,0,bezug auf z.40 @zamplify,0,0,1,0,0,1,1,0,0,0,0
@TheZeppelin14, @kozmicflush980  The only king I will bow to is the King of Kings Jesus Christ.,@kozmicflush98 0 the only king i will bow to is the king of kings jesus christ.,3,,,vor 6 Monaten,1,0,0,bezug auf z. 40 @zamplify; z.209 @kozmicflush980,1,0,0,0,0,1,2,0,0,0,0
@NITR0NAGINOSS,​ @TheZeppelin14 that's HHH 😂,@thezeppelin1 4 that's hhh 😂,1,,,vor 6 Monaten,0,0,0,bezug auf z.40; z.606,,,,,,,,,,,
@TorbenFewell,​ @TheZeppelin14 He's the same color as Swerve just so you not surprised,@thezeppelin1 4 he's the same color as swerve just so you not surprised,3,,,vor 6 Monaten,1,0,0,bezug auf z.40; z.606,1,1,0,0,0,1,2,0,0,0,0
@TheZeppelin14, @TorbenFewell  I really don't care what color he is but Jesus is a Jew and that means he is not black.,@torbenfewel l i really don't care what color he is but jesus is a jew and that means he is not black.,0,,,vor 6 Monaten,1,0,0,bezug auf z.40; z.608,1,1,0,0,0,1,2,0,0,0,0
@TorbenFewell, @TheZeppelin14  the Jews are Black. It's biblical and historical fact. Yahawahshi already called out those phonies in Revelation 2:9. I bet you care now😆,@thezeppelin1 4 the jews are black. it's biblical and historical fact. yahawahshi already called out those phonies in revelation 2:9. i bet you care now😆,4,,,vor 6 Monaten,0,0,0,bezug auf z.40; z.609,,,,,,,,,,,
